X,Y,height,SAND_0,SILT_0,CLAY_0,SAND_30,SILT_30,CLAY_30,SAND_60,SILT_60,CLAY_60,Corg,Bulk_Density_0,Bulk_Density_30,Bulk_Density_60
464235,5805385,50.27233124,72.78891547,21.56139833,5.649686195,73.2779956,20.29001165,6.431992744,73.51521762,17.99712817,8.487654212,0.852043522,1.3,1.5,1.7
464245,5805385,50.2116127,71.45303898,21.0548582,7.492102818,71.63407617,19.39560245,8.970321377,69.99626363,17.07281368,12.93092269,0.909358955,1.3,1.5,1.7
464255,5805385,50.2636528,70.88761576,20.42260331,8.689780924,70.98140678,19.13211559,9.88647763,70.35402094,16.92644057,12.71953848,0.907481216,1.3,1.5,1.7
464265,5805385,50.37330627,71.00501137,21.31346059,7.681528042,71.26084412,19.70240062,9.036755264,69.49834041,17.28127241,13.22038718,1.073585642,1.3,1.5,1.7
464205,5805375,50.95361328,72.50853829,22.30287326,5.188588455,73.28313658,20.61865895,6.098204471,75.10451886,15.48703558,9.408445566,0.834395642,1.3,1.5,1.7
464215,5805375,50.88880157,72.52958155,22.17078837,5.299630081,72.99291092,20.73997635,6.267112735,75.19271908,15.46146651,9.345814405,0.846291127,1.3,1.5,1.7
464225,5805375,50.8171196,72.84779516,22.00661062,5.145594229,73.41560899,20.41010721,6.174283802,74.91506203,16.44018673,8.644751235,0.863797173,1.3,1.5,1.7
464235,5805375,50.67379761,72.77422343,21.36724205,5.858534524,73.32368864,19.88131911,6.794992244,74.46350476,16.8412363,8.695258933,0.873505274,1.3,1.5,1.7
464245,5805375,50.62340164,70.36348217,21.83464157,7.801876263,70.58700166,20.13091667,9.282081668,68.26455152,18.31135657,13.42409191,0.917907294,1.3,1.5,1.7
464255,5805375,50.65113068,70.88782268,20.37424467,8.73793265,70.96458393,19.09101284,9.944403226,70.12812838,17.15681019,12.71506144,0.926431891,1.3,1.5,1.7
464265,5805375,50.69631195,71.64970234,20.5416409,7.80865676,71.99379865,18.70152699,9.304674364,71.42730062,16.00731193,12.56538745,1.067199273,1.3,1.5,1.7
464195,5805365,51.4683876,72.68491619,21.98849868,5.326585123,73.08705463,20.48570289,6.427242485,74.63142155,16.07393057,9.294647877,0.818311201,1.3,1.5,1.7
464205,5805365,51.42479324,72.36576912,22.54024184,5.093989032,72.83142508,21.37182554,5.796749382,74.54706264,17.31606296,8.136874406,0.852861496,1.3,1.5,1.7
464215,5805365,51.38776398,72.47139053,22.3135208,5.215088673,73.05205166,21.02230411,5.925644226,75.18097813,16.21228681,8.606735065,0.823339862,1.3,1.5,1.7
464225,5805365,51.25824738,71.92438395,21.74599782,6.329618234,72.37458525,20.06822016,7.55719459,73.80928475,17.43292464,8.757790609,0.861748846,1.3,1.5,1.7
464235,5805365,51.12939453,72.56381528,21.0504983,6.385686415,73.21094792,19.25440073,7.534651349,73.78965473,17.53174292,8.678602354,0.864563459,1.3,1.5,1.7
464245,5805365,51.06424332,71.53029219,20.97175632,7.497951493,71.8743885,19.1403948,8.985216693,71.70428024,16.22997768,12.06574208,0.908659886,1.3,1.5,1.7
464255,5805365,51.04193878,71.8390105,19.48488894,8.676100557,72.11716599,17.99780218,9.885031837,72.4302308,15.95200771,11.61776149,0.914672447,1.3,1.5,1.7
464265,5805365,51.01476669,72.2943335,21.03740151,6.668264997,72.92513515,19.40012494,7.674739911,74.8662229,15.620663,9.513114099,1.054537099,1.3,1.5,1.7
464195,5805355,51.92315674,73.03677486,21.31823867,5.644986473,73.58348911,19.58714569,6.829365199,75.06286886,16.16067375,8.776457388,0.828395515,1.3,1.5,1.7
464205,5805355,51.90340042,71.93734206,20.22640383,7.836254109,72.39937805,18.26098607,9.339635886,73.48974825,15.09189418,11.41835757,0.831328825,1.3,1.5,1.7
464215,5805355,51.84827805,71.94318702,21.67558513,6.381227846,72.47546094,19.99813229,7.526406766,73.90369098,17.01686106,9.07944796,0.790957966,1.3,1.5,1.7
464225,5805355,51.72289276,72.00630698,21.56656313,6.427129889,72.62603801,19.76006817,7.61389382,73.86592702,17.21483149,8.919241483,0.859665135,1.3,1.5,1.7
464235,5805355,51.60528946,72.03640402,21.47901623,6.484579755,72.67671267,19.60211048,7.721176857,74.01452173,16.96632209,9.019156179,0.891703534,1.3,1.5,1.7
464245,5805355,51.51401138,72.03592313,21.44493263,6.519144246,72.67623178,19.72983788,7.593930345,74.09507401,17.05980609,8.845119899,0.866800299,1.3,1.5,1.7
464255,5805355,51.43935013,71.85340677,19.40532524,8.741267989,72.10832891,18.55042039,9.341250706,73.02788831,15.73026769,11.241844,0.879076278,1.3,1.5,1.7
464265,5805355,51.34154129,73.54558444,21.02181312,5.432602436,73.27509477,20.07380483,6.651100402,74.29287065,16.82386571,8.883263646,1.004537309,1.3,1.5,1.7
464195,5805345,52.34163666,72.69141729,20.20968721,7.098895503,73.33602692,18.16847026,8.495502824,74.65666909,15.09573422,10.24759668,0.832642635,1.3,1.5,1.7
464205,5805345,52.32389069,71.24997941,20.26572504,8.484295549,71.54871252,18.55047542,9.900812063,71.92957893,16.3690229,11.70139817,0.83499109,1.3,1.5,1.7
464215,5805345,52.28074265,71.21500278,20.450059,8.33493822,71.47722527,18.68583284,9.836941887,72.27722166,16.19632355,11.52645479,0.832195673,1.3,1.5,1.7
464225,5805345,52.18253326,72.55746867,21.22083097,6.221700358,73.04593162,19.49719273,7.456875649,74.66063765,15.70966025,9.629702099,0.853731398,1.3,1.5,1.7
464235,5805345,52.06870651,72.78717569,20.90938373,6.303440579,73.16853641,19.09210952,7.739354072,74.5402776,15.22369496,10.23602743,0.890505452,1.3,1.5,1.7
464245,5805345,51.95559311,72.63441329,20.9224241,6.44316261,73.09825709,19.37384171,7.527901195,74.44436769,16.07556325,9.480069061,0.866440003,1.3,1.5,1.7
464255,5805345,51.82338333,71.65773371,19.71827677,8.623989514,71.80780657,18.83968386,9.352509578,72.35682538,16.39838118,11.24479345,0.854114653,1.3,1.5,1.7
464265,5805345,51.68259811,74.51298612,20.37525157,5.111762312,74.06434512,19.72330113,6.212353746,73.27863791,17.9746955,8.746666596,0.997391217,1.3,1.5,1.7
464185,5805335,52.70170975,74.85733211,20.36307278,4.779595109,74.43740737,19.5049336,6.057659028,72.63185798,18.2100387,9.158103311,0.775800399,1.3,1.5,1.7
464195,5805335,52.7061882,72.83535962,21.97798705,5.186653324,73.60831632,20.24879497,6.142888711,74.9321225,16.35528595,8.712591552,0.781548129,1.3,1.5,1.7
464205,5805335,52.69975281,73.0208925,21.59767803,5.38142947,73.66360474,19.88081587,6.455579393,75.25813804,15.92836652,8.813495441,0.793496579,1.3,1.5,1.7
464215,5805335,52.65293503,72.64492459,20.78752127,6.567554142,72.99524854,18.85900603,8.145745433,74.05133262,14.73063205,11.21803533,0.788332766,1.3,1.5,1.7
464225,5805335,52.56830597,75.36388005,19.55312805,5.082991897,74.76721964,19.58316252,5.649617842,69.87157468,22.16732555,7.961099772,0.825265578,1.3,1.5,1.7
464235,5805335,52.47052002,75.91993118,19.48653713,4.593531684,75.2940439,19.43137913,5.274576972,71.02176997,22.88022628,6.098003749,0.826497557,1.3,1.5,1.7
464245,5805335,52.33621597,75.67080795,19.54452756,4.784664498,75.11352589,18.85837598,6.028098133,72.76134864,17.89581955,9.342831815,0.848246048,1.3,1.5,1.7
464255,5805335,52.18493271,73.56375737,20.01564695,6.420595681,73.36740575,19.09604897,7.536545276,73.05338993,17.99320415,8.953405922,0.848972582,1.3,1.5,1.7
464265,5805335,52.03720474,75.56226707,19.4746798,4.963053125,74.98013596,18.96987893,6.049985107,72.78398983,18.4291905,8.78681967,1.010046035,1.3,1.5,1.7
464185,5805325,53.02112961,76.14675074,18.92238286,4.930866398,75.50123851,18.58992084,5.908840655,72.64313454,19.18646602,8.17039944,0.780112604,1.3,1.5,1.7
464195,5805325,53.01464081,73.50627122,21.25206122,5.241667558,73.02658596,20.38743593,6.585978114,73.74702466,17.66810256,8.584872776,0.770865825,1.3,1.5,1.7
464205,5805325,52.99926376,75.92740325,19.34672533,4.725871416,75.28981149,18.92723505,5.782953468,72.26245726,19.69633043,8.041212318,0.76934651,1.3,1.5,1.7
464215,5805325,52.96137619,76.00075606,19.24742595,4.751817994,75.37430088,19.11136959,5.514329534,71.2464486,22.0795866,6.673964799,0.786216771,1.3,1.5,1.7
464225,5805325,52.90126038,77.05614892,19.09483474,3.849016336,76.60941276,19.49927623,3.891311005,73.55779553,22.66859535,3.773609123,0.837169074,1.3,1.5,1.7
464235,5805325,52.80148315,76.55852709,19.390536,4.050936913,76.04461356,19.83379773,4.121588708,72.73810353,22.79683327,4.465063204,0.828808098,1.3,1.5,1.7
464245,5805325,52.658638,76.22663822,18.99166274,4.781699047,75.55719904,19.10519525,5.337605708,72.29468652,20.96880895,6.736504528,0.850741705,1.3,1.5,1.7
464255,5805325,52.52035141,75.46487856,18.88537417,5.649747266,74.97227545,18.17436006,6.853364487,72.79936175,17.56865857,9.631979683,0.816636786,1.3,1.5,1.7
464265,5805325,52.39697266,75.23259415,17.90703389,6.860371962,75.03901848,17.21201943,7.748962088,73.2531767,17.15467462,9.592148679,0.98473774,1.3,1.5,1.7
464175,5805315,53.31578064,81.98261418,13.85683385,4.160551974,79.38103672,15.8863521,4.732611181,79.96460257,14.98800871,5.04738873,0.784688095,1.3,1.5,1.7
464185,5805315,53.3087883,78.9298333,16.18170032,4.888466384,76.97108745,17.32121874,5.707693805,76.76772526,15.51142114,7.720853595,0.789300371,1.3,1.5,1.7
464195,5805315,53.29427719,76.30566353,18.99592782,4.698408649,75.8538006,18.82007308,5.326126321,72.40900424,20.03117876,7.559816994,0.779234128,1.3,1.5,1.7
464205,5805315,53.2696228,77.12813659,19.00397683,3.867886586,76.61292823,19.48789292,3.899178849,73.78815435,22.47005733,3.741788314,0.765613822,1.3,1.5,1.7
464215,5805315,53.24967957,79.70704207,16.52946916,3.763488779,77.53159609,18.78849615,3.679907757,78.22102367,18.11870238,3.660273957,0.772392221,1.3,1.5,1.7
464225,5805315,53.2001915,79.94708254,16.49291923,3.559998226,78.68044152,17.67187545,3.647683027,79.03057191,17.28613386,3.683294237,0.816654992,1.3,1.5,1.7
464235,5805315,53.08664322,79.70716374,16.55702132,3.735814945,78.74615193,17.61460311,3.639244958,78.96198618,17.26042842,3.777585396,0.83190631,1.3,1.5,1.7
464245,5805315,52.95032883,75.81663485,20.22488229,3.958482861,75.4732007,20.24343772,4.28336158,72.22976374,22.88794127,4.882294998,0.800012749,1.3,1.5,1.7
464255,5805315,52.82676315,76.01099503,19.07179322,4.917211754,75.48232036,18.34028463,6.177395014,72.75958055,19.93859632,7.301823135,0.801987708,1.3,1.5,1.7
464265,5805315,52.74149323,76.14472412,18.99317915,4.862096737,75.68640349,18.21708876,6.096507755,73.25916845,18.48779679,8.253034765,0.930705534,1.3,1.5,1.7
464275,5805315,52.74829102,76.16937319,18.91262387,4.91800294,75.71105256,18.25921455,6.02973289,73.09652726,18.65296183,8.250510911,1.054598505,1.3,1.5,1.7
464175,5805305,53.62438583,82.27881432,13.62269329,4.098492389,78.95572196,16.32505599,4.719222053,79.76263031,15.15647168,5.080898011,0.778634088,1.3,1.5,1.7
464185,5805305,53.61525345,81.87833668,14.63281889,3.48884443,79.10776436,16.96618206,3.926053577,79.7793744,15.97873481,4.241890793,0.790126372,1.3,1.5,1.7
464195,5805305,53.58611298,79.86683733,15.27240283,4.86075984,77.8184549,16.4421281,5.739416995,78.02390025,14.92727287,7.048826877,0.787431483,1.3,1.5,1.7
464205,5805305,53.56074905,80.89033889,15.30582887,3.803832242,80.32358365,15.83834798,3.838068365,81.2900471,14.90774866,3.802204239,0.772808958,1.3,1.5,1.7
464215,5805305,53.55157089,80.61430793,15.51185585,3.873836212,80.22873586,15.73414735,4.03711679,81.11722069,14.90579203,3.976987272,0.777506402,1.3,1.5,1.7
464225,5805305,53.5123024,80.04812092,16.3122991,3.639579976,78.84984341,17.56279395,3.587362637,78.96970287,17.26424558,3.766051544,0.801160945,1.3,1.5,1.7
464235,5805305,53.38953781,79.96004836,16.24161512,3.798336522,79.06008901,17.06814552,3.871765467,79.29563218,16.71968912,3.984678701,0.807197202,1.3,1.5,1.7
464245,5805305,53.22968674,80.30867082,15.87002295,3.821306232,78.62792149,17.62195269,3.750125817,79.57512979,16.74015597,3.684714244,0.79271351,1.3,1.5,1.7
464255,5805305,53.10393906,80.68028319,15.39755888,3.922157938,80.61218042,15.13072558,4.257093995,80.9258695,14.31477596,4.759354537,0.809503568,1.3,1.5,1.7
464265,5805305,53.05683517,75.70962252,20.42461553,3.865761953,75.27564357,20.39846111,4.325895315,73.57055417,21.67655151,4.752894318,0.919488051,1.3,1.5,1.7
464275,5805305,53.13046646,76.0632946,19.21702336,4.719682032,75.42352217,18.20107263,6.375405195,73.28684465,18.99299834,7.720157004,1.009361502,1.3,1.5,1.7
464175,5805295,53.94081497,81.45527837,14.72949657,3.815225058,79.0385524,17.0595702,3.901877406,79.63965738,16.46927632,3.891066305,0.788305336,1.3,1.5,1.7
464185,5805295,53.96366501,81.36286251,14.8186992,3.818438285,78.69936777,17.29391114,4.006721088,79.75684137,16.24765826,3.99550037,0.784899017,1.3,1.5,1.7
464195,5805295,53.9396286,80.50515027,14.74762984,4.747219895,77.43521783,16.8092421,5.755540066,77.47403816,15.00293096,7.523030876,0.803568117,1.3,1.5,1.7
464205,5805295,53.91374207,81.2545413,14.00747889,4.737979813,78.21013466,16.32265947,5.467205876,78.12895738,15.09382982,6.777212797,0.76807079,1.3,1.5,1.7
464215,5805295,53.90947723,81.28980705,14.66367002,4.046522927,80.66349849,14.90746642,4.429035089,81.51628434,14.08410602,4.399609633,0.748026491,1.3,1.5,1.7
464225,5805295,53.83705902,80.0525074,16.31548629,3.632006307,78.69550047,17.68844901,3.616050524,78.33792239,17.9789308,3.683146808,0.833796613,1.3,1.5,1.7
464235,5805295,53.69882202,80.08595883,16.24666747,3.667373693,78.76688157,17.60806449,3.625053943,78.52448289,17.77873497,3.696782139,0.831894893,1.3,1.5,1.7
464245,5805295,53.51159286,80.70803521,15.415441,3.876523787,80.71004669,15.35713164,3.932821673,81.71569818,14.42299709,3.861304732,0.817860354,1.3,1.5,1.7
464255,5805295,53.36922836,81.14329176,14.96300638,3.893701862,78.64617626,17.36152953,3.992294206,79.90799366,16.23201427,3.859992071,0.813805729,1.3,1.5,1.7
464265,5805295,53.34666061,80.51725906,15.56466306,3.918077873,80.39541157,15.35853299,4.246055445,80.64957144,14.48155534,4.868873219,0.907680416,1.3,1.5,1.7
464275,5805295,53.46730042,75.14249793,20.94408375,3.913418328,74.57983309,21.15988731,4.260279598,72.72494498,22.67691656,4.598138458,1.016947579,1.3,1.5,1.7
464165,5805285,54.16386032,82.2175855,13.94597946,3.836435035,78.72022046,17.28662248,3.993157058,79.5967069,16.41878023,3.984512862,0.762904505,1.3,1.5,1.7
464175,5805285,54.28818893,81.22769068,14.2843269,4.487982424,78.40352719,16.21595249,5.38052032,78.61423275,15.6585054,5.727261843,0.78534479,1.3,1.5,1.7
464185,5805285,54.34844589,80.78538188,15.40874217,3.805875949,78.65798634,17.43595668,3.906056985,79.11373881,17.09333364,3.792927553,0.780950363,1.3,1.5,1.7
464195,5805285,54.35441971,81.23196422,13.96112048,4.8069153,77.91039611,16.43207151,5.657532375,78.00606006,15.51689692,6.477043025,0.790530378,1.3,1.5,1.7
464205,5805285,54.34902954,81.33484867,14.02333923,4.641812097,77.62034825,16.85265206,5.526999683,77.85455676,16.32005448,5.825388754,0.73979826,1.3,1.5,1.7
464215,5805285,54.32603455,81.30578258,14.64336729,4.050850128,80.90332622,14.69205379,4.404619986,81.85946963,13.80017121,4.340359158,0.656674519,1.3,1.5,1.7
464225,5805285,54.22683334,80.62018804,15.90426125,3.475550705,79.03419013,17.49377,3.472039876,79.00730438,17.41425939,3.578436231,0.837035879,1.3,1.5,1.7
464235,5805285,54.04797745,80.57866938,15.78678744,3.634543176,79.39166924,16.9882801,3.620050659,79.44863163,16.81060991,3.740758462,0.826057633,1.3,1.5,1.7
464245,5805285,53.82065582,80.8855887,15.30818683,3.806224464,80.50887259,15.7671318,3.723995608,81.26437348,15.08437696,3.651249556,0.818070629,1.3,1.5,1.7
464255,5805285,53.64862823,81.3735074,14.78678396,3.839708645,78.83981263,17.15214917,4.008038204,79.87259092,16.10764559,4.019763487,0.813522478,1.3,1.5,1.7
464265,5805285,53.61719513,80.694766,15.40340848,3.901825523,78.01180294,17.531389,4.456808053,78.74616597,16.26533098,4.988503048,0.931410373,1.3,1.5,1.7
464275,5805285,53.78443909,75.27375342,20.09881329,4.627433288,74.68998101,19.66972607,5.640292922,72.58099341,21.01814502,6.40086157,1.006100449,1.3,1.5,1.7
464165,5805275,54.47718811,81.72663178,13.77085825,4.502509967,78.28135355,16.18639105,5.532255407,78.81141442,15.34257087,5.846014707,0.788436662,1.3,1.5,1.7
464175,5805275,54.68598175,81.13400549,13.75141313,5.114581385,78.08881926,15.94820719,5.962973557,78.03350167,14.97420325,6.992295081,0.805387404,1.3,1.5,1.7
464185,5805275,54.80838394,80.98959214,14.54248537,4.467922496,77.95599672,16.67907807,5.364925217,78.43658887,15.66962822,5.893782915,0.787631162,1.3,1.5,1.7
464195,5805275,54.8245697,81.59784649,14.63346979,3.768683714,79.09887286,17.04579108,3.855336062,79.95091371,16.20456132,3.844524961,0.836159058,1.3,1.5,1.7
464205,5805275,54.83250046,81.49812804,14.67247678,3.829395177,79.27282058,16.82057554,3.906603879,80.41547183,15.74985146,3.8346767,0.821831055,1.3,1.5,1.7
464215,5805275,54.82425308,80.75551722,15.52368652,3.720796253,79.15781258,17.15686603,3.685321396,80.49426464,15.96462251,3.54111285,0.811247732,1.3,1.5,1.7
464225,5805275,54.70463943,81.09238896,15.08396069,3.823650351,80.88386836,15.19803333,3.918098302,82.02883618,14.17425766,3.796906162,0.854335744,1.3,1.5,1.7
464235,5805275,54.44976807,81.55634492,14.5870351,3.856619983,80.6820467,15.34318639,3.974766916,81.34177514,14.76100499,3.897219871,0.850562941,1.3,1.5,1.7
464245,5805275,54.16273499,81.59103542,14.53780608,3.8711585,80.71717083,15.29352373,3.989305433,81.33167589,14.75656572,3.911758388,0.849378566,1.3,1.5,1.7
464255,5805275,53.96274185,81.21094889,14.97931066,3.809740455,78.90022659,17.22751103,3.872262376,79.90803853,16.25345619,3.838505276,0.84724718,1.3,1.5,1.7
464265,5805275,53.92734909,80.58779098,15.54017676,3.872032268,78.24220842,17.49126409,4.266527495,78.70390199,16.37494245,4.921155556,0.959793884,1.3,1.5,1.7
464275,5805275,54.09412003,80.68033036,15.35060593,3.969063712,80.76369605,14.84832113,4.387982825,80.93541033,14.19631082,4.868278848,1.004839754,1.3,1.5,1.7
464155,5805265,54.54577637,81.24731753,14.934303,3.818379474,78.18609641,17.865592,3.948311596,79.04014329,17.02276583,3.937090878,0.773495916,1.3,1.5,1.7
464165,5805265,54.82962418,80.57815845,14.14533888,5.276502665,77.43457603,16.67984682,5.885577155,77.11545617,15.31043854,7.574105287,0.788113042,1.3,1.5,1.7
464175,5805265,55.10292816,79.9449183,14.53412749,5.520954205,77.15303452,16.57027332,6.276692161,77.08444107,15.10317059,7.81238834,0.79084788,1.3,1.5,1.7
464185,5805265,55.25403595,80.99777509,13.78642146,5.21580345,78.46977417,14.90688783,6.623337991,78.42462255,13.4352971,8.140080352,0.790280818,1.3,1.5,1.7
464195,5805265,55.30922318,81.21203629,14.19099042,4.596973293,78.23125394,15.41978668,6.348959379,78.43498854,14.16858014,7.396431319,0.853366508,1.3,1.5,1.7
464205,5805265,55.35887909,80.25827723,14.85799284,4.883729927,77.92582142,16.22496862,5.849209959,78.26287961,15.29335193,6.443768463,0.822674375,1.3,1.5,1.7
464215,5805265,55.33381271,80.77471919,15.46394707,3.761333745,78.16033517,17.56650376,4.273161078,79.02177844,16.15707859,4.821142964,0.824319235,1.3,1.5,1.7
464225,5805265,55.18759537,82.0787972,14.16664567,3.754557131,78.99670412,17.11498906,3.888306819,79.7458322,16.39566795,3.858499843,0.866623239,1.3,1.5,1.7
464235,5805265,54.88280106,82.09464952,14.0990901,3.806260388,78.96276389,17.07915924,3.958076877,79.94468084,16.12704926,3.928269901,0.847795697,1.3,1.5,1.7
464245,5805265,54.55046844,81.27292106,14.86559435,3.861484588,80.68314355,15.34621243,3.970644015,81.36357414,14.74332889,3.893096969,0.855811403,1.3,1.5,1.7
464255,5805265,54.2973175,81.05992417,15.06271049,3.877365341,80.74658305,15.31398952,3.939427427,81.7825288,14.33659494,3.880876258,0.848885682,1.3,1.5,1.7
464265,5805265,54.25178909,80.98999536,15.13588847,3.874116168,79.05616771,17.02870605,3.915126244,80.0889478,16.05887517,3.852177035,0.942329064,1.3,1.5,1.7
464275,5805265,54.39592743,80.69070272,15.38520218,3.924095105,78.10255998,17.81630341,4.081136617,79.24891907,16.7341278,4.016953133,0.986402623,1.3,1.5,1.7
464155,5805255,54.85156631,81.79019965,14.1820318,4.027768547,78.63377703,17.02994743,4.336275543,79.04390428,16.42334318,4.532752545,0.773151835,1.3,1.5,1.7
464165,5805255,55.17910767,79.54559969,14.92993668,5.524463633,77.23623351,16.39440315,6.369363343,77.34144948,14.07932365,8.579226872,0.800945866,1.3,1.5,1.7
464175,5805255,55.44342422,78.35905753,15.59656575,6.044376719,76.05108482,16.73390533,7.215009848,76.31450014,14.33111348,9.354386383,0.777008326,1.3,1.5,1.7
464185,5805255,55.64056396,81.05467342,14.25330353,4.692023057,78.25781657,15.30889155,6.433291884,78.43954592,13.92835831,7.632095766,0.777958623,1.3,1.5,1.7
464195,5805255,55.77518463,79.76048579,14.16169878,6.077815429,76.58865383,14.57308156,8.838264607,76.57893775,14.04223214,9.378830104,0.840133034,1.3,1.5,1.7
464205,5805255,55.83467865,79.67466515,15.6296708,4.695664054,77.12357823,17.08552288,5.790898895,77.02581837,16.40826556,6.565916071,0.815012938,1.3,1.5,1.7
464215,5805255,55.80617523,80.11969041,15.33016396,4.55014563,77.38057405,17.15163093,5.467795016,77.87365641,16.2974363,5.828907294,0.820008888,1.3,1.5,1.7
464225,5805255,55.6432457,81.67457159,14.61040342,3.715024988,78.74068408,17.23697157,4.022344344,79.42294877,16.50836139,4.068689839,0.844598151,1.3,1.5,1.7
464235,5805255,55.31455231,81.98633995,14.32332879,3.690331258,79.08666881,17.01716867,3.896162515,79.81286899,16.27924321,3.907887797,0.831406974,1.3,1.5,1.7
464245,5805255,54.96329498,81.20847603,14.9417316,3.849792375,78.91009363,17.17430692,3.915599445,80.03188761,16.14909526,3.819017131,0.864193416,1.3,1.5,1.7
464255,5805255,54.66875458,80.9024448,15.25822057,3.839334621,78.95933969,17.12287657,3.917783744,80.17941476,16.09726143,3.723323813,0.872516998,1.3,1.5,1.7
464265,5805255,54.56763458,81.16392671,14.98899781,3.847075477,78.96451943,17.11263749,3.922843081,80.08143384,16.19229627,3.726269889,0.900438164,1.3,1.5,1.7
464275,5805255,54.66270447,81.46051396,14.6760584,3.863427638,78.87208556,17.13455468,3.993359759,80.09939157,15.94326346,3.957344972,0.930854008,1.3,1.5,1.7
464155,5805245,55.14731979,81.64235087,14.59033268,3.767316452,78.79557813,17.30335573,3.90106614,79.44808783,16.71939353,3.832518642,0.814366691,1.3,1.5,1.7
464165,5805245,55.46015167,80.79776339,14.70535799,4.496878622,77.84135945,16.80246867,5.356171879,78.37249111,15.98187683,5.645632061,0.788288551,1.3,1.5,1.7
464175,5805245,55.73861694,80.39083244,14.91370876,4.695458798,77.41525581,16.98643122,5.59831297,77.82493246,16.15225796,6.02280958,0.814268632,1.3,1.5,1.7
464185,5805245,55.90219116,80.44637037,15.85048796,3.703141665,78.48513152,17.72507446,3.789794013,79.19178303,16.98790462,3.820312351,0.755598654,1.3,1.5,1.7
