x,y,DEM,Soil,id
852035,5836455,45.37,395012,964
852040,5836455,45.15,395012,965
852045,5836455,44.76,395012,966
851720,5836450,43.71,395012,967
851725,5836450,43.72,395012,968
851730,5836450,43.78,395012,969
851735,5836450,43.95,395012,970
851740,5836450,44.06,395012,971
851745,5836450,44.15,395012,972
851750,5836450,44.28,395012,973
851755,5836450,44.34,395012,974
851760,5836450,44.31,395012,975
851765,5836450,44.27,395012,976
851770,5836450,44.21,395012,977
851775,5836450,44.16,395012,978
851780,5836450,44.14,395012,979
851785,5836450,44.12,395012,980
851790,5836450,44.11,395012,981
851795,5836450,44.16,395012,982
851800,5836450,44.17,395012,983
851805,5836450,44.17,395012,984
851810,5836450,44.13,395012,985
851815,5836450,44.06,395012,986
851820,5836450,44.06,395012,987
851825,5836450,44.04,395012,988
851830,5836450,44.03,395012,989
851835,5836450,44.03,395012,990
851840,5836450,44.08,395012,991
851845,5836450,44.12,395012,992
851850,5836450,44.15,395012,993
851855,5836450,44.25,395012,994
851860,5836450,44.31,395012,995
851865,5836450,44.33,395012,996
851870,5836450,44.31,395012,997
851875,5836450,44.22,395012,998
851880,5836450,44.23,395012,999
851885,5836450,44.15,395012,1000
851890,5836450,44.11,395012,1001
851895,5836450,44.07,395012,1002
851900,5836450,44.11,395012,1003
851905,5836450,44.18,395012,1004
851910,5836450,44.33,395012,1005
851915,5836450,44.5,395012,1006
851920,5836450,44.67,395012,1007
851925,5836450,44.85,395012,1008
851930,5836450,45.07,395012,1009
851935,5836450,45.29,395012,1010
851940,5836450,45.59,395012,1011
851945,5836450,45.92,395012,1012
851950,5836450,46.18,395012,1013
851955,5836450,46.38,395012,1014
851960,5836450,46.61,395012,1015
851965,5836450,46.79,395012,1016
851970,5836450,46.87,395012,1017
851975,5836450,46.89,395012,1018
851980,5836450,46.85,395012,1019
851985,5836450,46.72,395012,1020
851990,5836450,46.57,395012,1021
851995,5836450,46.46,395012,1022
852000,5836450,46.44,395012,1023
852005,5836450,46.37,395012,1024
852010,5836450,46.29,395012,1025
852015,5836450,46.2,395012,1026
852020,5836450,46.03,395012,1027
852025,5836450,45.85,395012,1028
852030,5836450,45.61,395012,1029
852035,5836450,45.32,395012,1030
852040,5836450,45.11,395012,1031
852045,5836450,44.68,395012,1032
851715,5836445,43.42,395012,1033
851720,5836445,43.47,395012,1034
851725,5836445,43.52,395012,1035
851730,5836445,43.62,395012,1036
851735,5836445,43.82,395012,1037
851740,5836445,44.03,395012,1038
851745,5836445,44.27,395012,1039
851750,5836445,44.4,395012,1040
851755,5836445,44.43,395012,1041
851760,5836445,44.37,395012,1042
851765,5836445,44.33,395012,1043
851770,5836445,44.28,395012,1044
851775,5836445,44.23,395012,1045
851780,5836445,44.19,395012,1046
851785,5836445,44.18,395012,1047
851790,5836445,44.24,395012,1048
851795,5836445,44.24,395012,1049
851800,5836445,44.29,395012,1050
851805,5836445,44.28,395012,1051
851810,5836445,44.26,395012,1052
851815,5836445,44.22,395012,1053
851820,5836445,44.2,395012,1054
851825,5836445,44.2,395012,1055
851830,5836445,44.16,395012,1056
851835,5836445,44.19,395012,1057
851840,5836445,44.25,395012,1058
851845,5836445,44.32,395012,1059
851850,5836445,44.4,395012,1060
851855,5836445,44.47,395012,1061
851860,5836445,44.59,395012,1062
851865,5836445,44.6,395012,1063
851870,5836445,44.59,395012,1064
851875,5836445,44.52,395012,1065
851880,5836445,44.52,395012,1066
851885,5836445,44.47,395012,1067
851890,5836445,44.41,395012,1068
851895,5836445,44.36,395012,1069
851900,5836445,44.41,395012,1070
851905,5836445,44.51,395012,1071
851910,5836445,44.67,395012,1072
851915,5836445,44.83,395012,1073
851920,5836445,45.07,395012,1074
851925,5836445,45.31,395012,1075
851930,5836445,45.51,395012,1076
851935,5836445,45.79,395012,1077
851940,5836445,46.08,395012,1078
851945,5836445,46.34,395012,1079
851950,5836445,46.61,395012,1080
851955,5836445,46.79,395012,1081
851960,5836445,46.97,395012,1082
851965,5836445,47.16,395012,1083
851970,5836445,47.24,395012,1084
851975,5836445,47.24,395012,1085
851980,5836445,47.08,395012,1086
851985,5836445,46.91,395012,1087
851990,5836445,46.73,395012,1088
851995,5836445,46.53,395012,1089
852000,5836445,46.44,395012,1090
852005,5836445,46.31,395012,1091
852010,5836445,46.22,395012,1092
852015,5836445,46.14,395012,1093
852020,5836445,45.96,395012,1094
852025,5836445,45.81,395012,1095
852030,5836445,45.56,395012,1096
852035,5836445,45.31,395012,1097
852040,5836445,45.02,395012,1098
852045,5836445,44.61,395012,1099
851715,5836440,43.19,395012,1100
851720,5836440,43.22,395012,1101
851725,5836440,43.28,395012,1102
851730,5836440,43.48,395012,1103
851735,5836440,43.72,395012,1104
851740,5836440,43.95,395012,1105
851745,5836440,44.18,395012,1106
851750,5836440,44.3,395012,1107
851755,5836440,44.3,395012,1108
851760,5836440,44.33,395012,1109
851765,5836440,44.33,395012,1110
851770,5836440,44.34,395012,1111
851775,5836440,44.34,395012,1112
851780,5836440,44.3,395012,1113
851785,5836440,44.29,395012,1114
851790,5836440,44.3,395012,1115
851795,5836440,44.27,395012,1116
851800,5836440,44.32,395012,1117
851805,5836440,44.32,395012,1118
851810,5836440,44.37,395012,1119
851815,5836440,44.3,395012,1120
851820,5836440,44.29,395012,1121
851825,5836440,44.33,395012,1122
851830,5836440,44.35,395012,1123
851835,5836440,44.37,395012,1124
851840,5836440,44.44,395012,1125
851845,5836440,44.51,395012,1126
851850,5836440,44.63,395012,1127
851855,5836440,44.72,395012,1128
851860,5836440,44.79,395012,1129
851865,5836440,44.79,395012,1130
851870,5836440,44.8,395012,1131
851875,5836440,44.77,395012,1132
851880,5836440,44.79,395012,1133
851885,5836440,44.78,395012,1134
851890,5836440,44.76,395012,1135
851895,5836440,44.72,395012,1136
851900,5836440,44.76,395012,1137
851905,5836440,44.84,395012,1138
851910,5836440,44.98,395012,1139
851915,5836440,45.19,395012,1140
851920,5836440,45.44,395012,1141
851925,5836440,45.68,395012,1142
851930,5836440,45.88,395012,1143
851935,5836440,46.12,395012,1144
851940,5836440,46.45,395012,1145
851945,5836440,46.71,395012,1146
851950,5836440,46.89,395012,1147
851955,5836440,47.02,395012,1148
851960,5836440,47.18,395012,1149
851965,5836440,47.27,395012,1150
851970,5836440,47.34,395012,1151
851975,5836440,47.32,395012,1152
851980,5836440,47.19,395012,1153
851985,5836440,47.02,395012,1154
851990,5836440,46.8,395012,1155
851995,5836440,46.66,395012,1156
852000,5836440,46.51,395012,1157
852005,5836440,46.36,395012,1158
852010,5836440,46.23,395012,1159
852015,5836440,46.07,395012,1160
852020,5836440,45.9,395012,1161
852025,5836440,45.67,395012,1162
852030,5836440,45.46,395012,1163
852035,5836440,45.17,395012,1164
852040,5836440,44.87,395012,1165
852045,5836440,44.45,395012,1166
851715,5836435,43.03,395012,1167
851720,5836435,43.05,395012,1168
851725,5836435,43.14,395012,1169
851730,5836435,43.26,395012,1170
851735,5836435,43.49,395012,1171
851740,5836435,43.75,395012,1172
851745,5836435,43.91,395012,1173
851750,5836435,44.12,395012,1174
851755,5836435,44.24,395012,1175
851760,5836435,44.33,395012,1176
851765,5836435,44.4,395012,1177
851770,5836435,44.43,395012,1178
851775,5836435,44.45,395012,1179
851780,5836435,44.41,395012,1180
851785,5836435,44.36,395012,1181
851790,5836435,44.37,395012,1182
851795,5836435,44.37,395012,1183
851800,5836435,44.44,395012,1184
851805,5836435,44.45,395012,1185
851810,5836435,44.47,395012,1186
851815,5836435,44.46,395012,1187
851820,5836435,44.46,395012,1188
851825,5836435,44.49,395012,1189
851830,5836435,44.55,395012,1190
851835,5836435,44.6,395012,1191
851840,5836435,44.68,395012,1192
851845,5836435,44.75,395012,1193
851850,5836435,44.83,395012,1194
851855,5836435,44.95,395012,1195
851860,5836435,45.04,395012,1196
851865,5836435,45.07,395012,1197
851870,5836435,45.1,395012,1198
851875,5836435,45.08,395012,1199
851880,5836435,45.09,395012,1200
851885,5836435,45.15,395012,1201
851890,5836435,45.16,395012,1202
851895,5836435,45.13,395012,1203
851900,5836435,45.12,395012,1204
851905,5836435,45.19,395012,1205
851910,5836435,45.34,395012,1206
851915,5836435,45.58,395012,1207
851920,5836435,45.86,395012,1208
851925,5836435,46.1,395012,1209
851930,5836435,46.32,395012,1210
851935,5836435,46.56,395012,1211
851940,5836435,46.79,395012,1212
851945,5836435,46.98,395012,1213
851950,5836435,47.12,395012,1214
851955,5836435,47.18,395012,1215
851960,5836435,47.26,395012,1216
851965,5836435,47.34,395012,1217
851970,5836435,47.32,395012,1218
851975,5836435,47.27,395012,1219
851980,5836435,47.14,395012,1220
851985,5836435,46.98,395012,1221
851990,5836435,46.8,395012,1222
851995,5836435,46.67,395012,1223
852000,5836435,46.53,395012,1224
852005,5836435,46.4,395012,1225
852010,5836435,46.25,395012,1226
852015,5836435,46.07,395012,1227
852020,5836435,45.91,395012,1228
852025,5836435,45.69,395012,1229
852030,5836435,45.38,395012,1230
852035,5836435,45.1,395012,1231
852040,5836435,44.84,395012,1232
852045,5836435,44.44,395012,1233
851715,5836430,42.89,395012,1234
851720,5836430,42.94,395012,1235
851725,5836430,43.04,395012,1236
851730,5836430,43.16,395012,1237
851735,5836430,43.36,395012,1238
851740,5836430,43.52,395012,1239
851745,5836430,43.72,395012,1240
851750,5836430,43.94,395012,1241
851755,5836430,44.13,395012,1242
851760,5836430,44.27,395012,1243
851765,5836430,44.4,395012,1244
851770,5836430,44.46,395012,1245
851775,5836430,44.49,395012,1246
851780,5836430,44.46,395012,1247
851785,5836430,44.42,395012,1248
851790,5836430,44.39,395012,1249
851795,5836430,44.38,395012,1250
851800,5836430,44.4,395012,1251
851805,5836430,44.44,395012,1252
851810,5836430,44.48,395012,1253
851815,5836430,44.5,395012,1254
851820,5836430,44.55,395012,1255
851825,5836430,44.58,395012,1256
851830,5836430,44.66,395012,1257
851835,5836430,44.76,395012,1258
851840,5836430,44.85,395012,1259
851845,5836430,44.89,395012,1260
851850,5836430,44.97,395012,1261
851855,5836430,45.05,395012,1262
851860,5836430,45.15,395012,1263
851865,5836430,45.2,395012,1264
851870,5836430,45.27,395012,1265
851875,5836430,45.35,395012,1266
851880,5836430,45.43,395012,1267
851885,5836430,45.48,395012,1268
851890,5836430,45.55,395012,1269
851895,5836430,45.57,395012,1270
851900,5836430,45.51,395012,1271
851905,5836430,45.52,395012,1272
851910,5836430,45.68,395012,1273
851915,5836430,45.9,395012,1274
851920,5836430,46.12,395012,1275
851925,5836430,46.32,395012,1276
851930,5836430,46.56,395012,1277
851935,5836430,46.73,395012,1278
851940,5836430,46.91,395012,1279
851945,5836430,47.08,395012,1280
851950,5836430,47.2,395012,1281
851955,5836430,47.26,395012,1282
851960,5836430,47.3,395012,1283
851965,5836430,47.33,395012,1284
851970,5836430,47.29,395012,1285
851975,5836430,47.2,395012,1286
851980,5836430,47.06,395012,1287
851985,5836430,46.93,395012,1288
851990,5836430,46.77,395012,1289
851995,5836430,46.6,395012,1290
852000,5836430,46.41,395012,1291
852005,5836430,46.28,395012,1292
852010,5836430,46.14,395012,1293
852015,5836430,46.01,395012,1294
852020,5836430,45.83,395012,1295
852025,5836430,45.65,395012,1296
852030,5836430,45.39,395012,1297
852035,5836430,45.1,395012,1298
852040,5836430,44.84,395012,1299
852045,5836430,44.42,395012,1300
851715,5836425,42.81,395012,1301
851720,5836425,42.88,395012,1302
851725,5836425,42.95,395012,1303
851730,5836425,43.06,395012,1304
851735,5836425,43.23,395012,1305
851740,5836425,43.37,395012,1306
851745,5836425,43.52,395012,1307
851750,5836425,43.71,395012,1308
851755,5836425,43.94,395012,1309
851760,5836425,44.13,395012,1310
851765,5836425,44.29,395012,1311
851770,5836425,44.35,395012,1312
851775,5836425,44.42,395012,1313
851780,5836425,44.43,395012,1314
851785,5836425,44.39,395012,1315
851790,5836425,44.37,395012,1316
851795,5836425,44.36,395012,1317
851800,5836425,44.37,395012,1318
851805,5836425,44.4,395012,1319
851810,5836425,44.42,395012,1320
851815,5836425,44.49,395012,1321
851820,5836425,44.57,395012,1322
851825,5836425,44.67,395012,1323
851830,5836425,44.77,395012,1324
851835,5836425,44.87,395012,1325
851840,5836425,44.94,395012,1326
851845,5836425,45.04,395012,1327
851850,5836425,45.1,395012,1328
851855,5836425,45.21,395012,1329
851860,5836425,45.32,395012,1330
851865,5836425,45.39,395012,1331
851870,5836425,45.49,395012,1332
851875,5836425,45.6,395012,1333
851880,5836425,45.71,395012,1334
851885,5836425,45.81,395012,1335
851890,5836425,45.91,395012,1336
851895,5836425,45.94,395012,1337
851900,5836425,45.9,395012,1338
851905,5836425,45.93,395012,1339
851910,5836425,46.02,395012,1340
851915,5836425,46.15,395012,1341
851920,5836425,46.33,395012,1342
851925,5836425,46.52,395012,1343
851930,5836425,46.68,395012,1344
851935,5836425,46.8,395012,1345
851940,5836425,46.97,395012,1346
851945,5836425,47.1,395012,1347
851950,5836425,47.19,395012,1348
851955,5836425,47.21,395012,1349
851960,5836425,47.21,395012,1350
851965,5836425,47.2,395012,1351
851970,5836425,47.14,395012,1352
851975,5836425,47.03,395012,1353
851980,5836425,46.89,395012,1354
851985,5836425,46.71,395012,1355
851990,5836425,46.54,395012,1356
851995,5836425,46.4,395012,1357
852000,5836425,46.23,395012,1358
852005,5836425,46.07,395012,1359
852010,5836425,45.94,395012,1360
852015,5836425,45.84,395012,1361
852020,5836425,45.7,395012,1362
852025,5836425,45.54,395012,1363
852030,5836425,45.29,395012,1364
852035,5836425,45.01,395012,1365
852040,5836425,44.75,395012,1366
852045,5836425,44.37,395012,1367
851715,5836420,42.81,395012,1368
851720,5836420,42.85,395012,1369
851725,5836420,42.92,395012,1370
851730,5836420,43.02,395012,1371
851735,5836420,43.15,395012,1372
851740,5836420,43.28,395012,1373
851745,5836420,43.42,395012,1374
851750,5836420,43.57,395012,1375
851755,5836420,43.78,395012,1376
851760,5836420,43.97,395012,1377
851765,5836420,44.1,395012,1378
851770,5836420,44.19,395012,1379
851775,5836420,44.27,395012,1380
851780,5836420,44.29,395012,1381
851785,5836420,44.33,395012,1382
851790,5836420,44.33,395012,1383
851795,5836420,44.34,395012,1384
851800,5836420,44.36,395012,1385
851805,5836420,44.38,395012,1386
851810,5836420,44.42,395012,1387
851815,5836420,44.48,395012,1388
851820,5836420,44.59,395012,1389
851825,5836420,44.71,395012,1390
851830,5836420,44.83,395012,1391
851835,5836420,44.95,395012,1392
851840,5836420,45.06,395012,1393
851845,5836420,45.15,395012,1394
851850,5836420,45.25,395012,1395
851855,5836420,45.38,395012,1396
851860,5836420,45.5,395012,1397
851865,5836420,45.59,395012,1398
851870,5836420,45.68,395012,1399
851875,5836420,45.77,395012,1400
851880,5836420,45.89,395012,1401
851885,5836420,46.02,395012,1402
851890,5836420,46.12,395012,1403
851895,5836420,46.19,395012,1404
851900,5836420,46.19,395012,1405
851905,5836420,46.21,395012,1406
851910,5836420,46.27,395012,1407
851915,5836420,46.33,395012,1408
851920,5836420,46.45,395012,1409
851925,5836420,46.59,395012,1410
851930,5836420,46.67,395012,1411
851935,5836420,46.74,395012,1412
851940,5836420,46.85,395012,1413
851945,5836420,46.97,395012,1414
851950,5836420,47.04,395012,1415
851955,5836420,47.04,395012,1416
851960,5836420,47.03,395012,1417
851965,5836420,46.99,395012,1418
851970,5836420,46.91,395012,1419
851975,5836420,46.79,395012,1420
851980,5836420,46.62,395012,1421
851985,5836420,46.42,395012,1422
851990,5836420,46.31,395012,1423
851995,5836420,46.21,395012,1424
852000,5836420,46.07,395012,1425
852005,5836420,45.92,395012,1426
852010,5836420,45.81,395012,1427
852015,5836420,45.66,395012,1428
852020,5836420,45.55,395012,1429
852025,5836420,45.42,395012,1430
852030,5836420,45.16,395012,1431
852035,5836420,44.93,395012,1432
852040,5836420,44.7,395012,1433
852045,5836420,44.37,395012,1434
851715,5836415,42.78,395012,1435
851720,5836415,42.81,395012,1436
851725,5836415,42.86,395012,1437
851730,5836415,42.96,395012,1438
851735,5836415,43.08,395012,1439
851740,5836415,43.22,395012,1440
851745,5836415,43.33,395012,1441
851750,5836415,43.46,395012,1442
851755,5836415,43.64,395012,1443
851760,5836415,43.8,395012,1444
851765,5836415,43.94,395012,1445
851770,5836415,44.05,395012,1446
851775,5836415,44.13,395012,1447
851780,5836415,44.17,395012,1448
851785,5836415,44.2,395012,1449
851790,5836415,44.18,395012,1450
851795,5836415,44.2,395012,1451
851800,5836415,44.22,395012,1452
851805,5836415,44.26,395012,1453
851810,5836415,44.35,395012,1454
851815,5836415,44.45,395012,1455
851820,5836415,44.59,395012,1456
851825,5836415,44.73,395012,1457
851830,5836415,44.86,395012,1458
851835,5836415,45.01,395012,1459
851840,5836415,45.13,395012,1460
851845,5836415,45.26,395012,1461
851850,5836415,45.38,395012,1462
851855,5836415,45.5,395012,1463
851860,5836415,45.61,395012,1464
851865,5836415,45.7,395012,1465
851870,5836415,45.81,395012,1466
851875,5836415,45.91,395012,1467
851880,5836415,46,395012,1468
851885,5836415,46.13,395012,1469
851890,5836415,46.21,395012,1470
851895,5836415,46.25,395012,1471
851900,5836415,46.3,395012,1472
851905,5836415,46.31,395012,1473
851910,5836415,46.34,395012,1474
851915,5836415,46.38,395012,1475
851920,5836415,46.42,395012,1476
851925,5836415,46.5,395012,1477
851930,5836415,46.59,395012,1478
851935,5836415,46.68,395012,1479
851940,5836415,46.75,395012,1480
851945,5836415,46.83,395012,1481
851950,5836415,46.87,395012,1482
851955,5836415,46.86,395012,1483
851960,5836415,46.83,395012,1484
851965,5836415,46.78,395012,1485
851970,5836415,46.7,395012,1486
851975,5836415,46.58,395012,1487
851980,5836415,46.4,395012,1488
851985,5836415,46.25,395012,1489
851990,5836415,46.09,395012,1490
851995,5836415,46.02,395012,1491
852000,5836415,45.91,395012,1492
852005,5836415,45.81,395012,1493
852010,5836415,45.72,395012,1494
852015,5836415,45.58,395012,1495
852020,5836415,45.44,395012,1496
852025,5836415,45.25,395012,1497
852030,5836415,45.08,395012,1498
852035,5836415,44.85,395012,1499
852040,5836415,44.67,395012,1500
852045,5836415,44.3,395012,1501
851705,5836410,42.62,395012,1502
851710,5836410,42.66,395012,1503
851715,5836410,42.65,395012,1504
851720,5836410,42.72,395012,1505
851725,5836410,42.8,395012,1506
851730,5836410,42.91,395012,1507
851735,5836410,43.04,395012,1508
851740,5836410,43.21,395012,1509
851745,5836410,43.38,395012,1510
851750,5836410,43.54,395012,1511
851755,5836410,43.62,395012,1512
851760,5836410,43.71,395012,1513
851765,5836410,43.82,395012,1514
851770,5836410,43.93,395012,1515
851775,5836410,44.01,395012,1516
851780,5836410,44.04,395012,1517
851785,5836410,44.08,395012,1518
851790,5836410,44.11,395012,1519
851795,5836410,44.17,395012,1520
851800,5836410,44.25,395012,1521
851805,5836410,44.33,395012,1522
851810,5836410,44.4,395012,1523
851815,5836410,44.46,395012,1524
851820,5836410,44.59,395012,1525
851825,5836410,44.73,395012,1526
851830,5836410,44.89,395012,1527
851835,5836410,45.06,395012,1528
851840,5836410,45.22,395012,1529
851845,5836410,45.39,395012,1530
851850,5836410,45.52,395012,1531
851855,5836410,45.64,395012,1532
851860,5836410,45.8,395012,1533
851865,5836410,45.92,395012,1534
851870,5836410,46.02,395012,1535
851875,5836410,46.09,395012,1536
851880,5836410,46.13,395012,1537
851885,5836410,46.17,395012,1538
851890,5836410,46.23,395012,1539
851895,5836410,46.25,395012,1540
851900,5836410,46.29,395012,1541
851905,5836410,46.31,395012,1542
851910,5836410,46.35,395012,1543
851915,5836410,46.42,395012,1544
851920,5836410,46.47,395012,1545
851925,5836410,46.52,395012,1546
851930,5836410,46.61,395012,1547
851935,5836410,46.65,395012,1548
851940,5836410,46.74,395012,1549
851945,5836410,46.79,395012,1550
851950,5836410,46.85,395012,1551
851955,5836410,46.82,395012,1552
851960,5836410,46.77,395012,1553
851965,5836410,46.7,395012,1554
851970,5836410,46.64,395012,1555
851975,5836410,46.48,395012,1556
851980,5836410,46.31,395012,1557
851985,5836410,46.17,395012,1558
851990,5836410,46.05,395012,1559
851995,5836410,45.96,395012,1560
852000,5836410,45.88,395012,1561
852005,5836410,45.78,395012,1562
852010,5836410,45.68,395012,1563
852015,5836410,45.54,395012,1564
852020,5836410,45.38,395012,1565
852025,5836410,45.21,395012,1566
852030,5836410,45.05,395012,1567
852035,5836410,44.85,395012,1568
852040,5836410,44.64,395012,1569
852045,5836410,44.24,395012,1570
851695,5836405,42.47,395012,1571
851700,5836405,42.56,395012,1572
851705,5836405,42.62,395012,1573
851710,5836405,42.6,395012,1574
851715,5836405,42.56,395012,1575
851720,5836405,42.6,395012,1576
851725,5836405,42.68,395012,1577
851730,5836405,42.81,395012,1578
851735,5836405,42.95,395012,1579
851740,5836405,43.1,395012,1580
851745,5836405,43.22,395012,1581
851750,5836405,43.33,395012,1582
851755,5836405,43.44,395012,1583
851760,5836405,43.55,395012,1584
851765,5836405,43.64,395012,1585
851770,5836405,43.75,395012,1586
851775,5836405,43.78,395012,1587
851780,5836405,43.85,395012,1588
851785,5836405,43.93,395012,1589
851790,5836405,43.98,395012,1590
851795,5836405,44.03,395012,1591
851800,5836405,44.11,395012,1592
851805,5836405,44.18,395012,1593
851810,5836405,44.27,395012,1594
851815,5836405,44.37,395012,1595
851820,5836405,44.5,395012,1596
851825,5836405,44.69,395012,1597
851830,5836405,44.86,395012,1598
851835,5836405,45.07,395012,1599
851840,5836405,45.26,395012,1600
851845,5836405,45.48,395012,1601
851850,5836405,45.64,395012,1602
851855,5836405,45.8,395012,1603
851860,5836405,45.97,395012,1604
851865,5836405,46.09,395012,1605
851870,5836405,46.15,395012,1606
851875,5836405,46.17,395012,1607
851880,5836405,46.17,395012,1608
851885,5836405,46.18,395012,1609
851890,5836405,46.19,395012,1610
851895,5836405,46.21,395012,1611
851900,5836405,46.2,395012,1612
851905,5836405,46.23,395012,1613
851910,5836405,46.32,395012,1614
851915,5836405,46.4,395012,1615
851920,5836405,46.5,395012,1616
851925,5836405,46.59,395012,1617
851930,5836405,46.64,395012,1618
851935,5836405,46.75,395012,1619
851940,5836405,46.82,395012,1620
851945,5836405,46.82,395012,1621
851950,5836405,46.86,395012,1622
851955,5836405,46.79,395012,1623
851960,5836405,46.75,395012,1624
851965,5836405,46.66,395012,1625
851970,5836405,46.55,395012,1626
851975,5836405,46.41,395012,1627
851980,5836405,46.23,395012,1628
851985,5836405,46.13,395012,1629
851990,5836405,46.02,395012,1630
851995,5836405,45.9,395012,1631
852000,5836405,45.86,395012,1632
852005,5836405,45.76,395012,1633
852010,5836405,45.66,395012,1634
852015,5836405,45.53,395012,1635
852020,5836405,45.39,395012,1636
852025,5836405,45.25,395012,1637
852030,5836405,45.05,395012,1638
852035,5836405,44.81,395012,1639
852040,5836405,44.69,395012,1640
852045,5836405,44.26,395012,1641
851690,5836400,42.47,395012,1642
851695,5836400,42.53,395012,1643
851700,5836400,42.59,395012,1644
851705,5836400,42.59,395012,1645
851710,5836400,42.52,395012,1646
851715,5836400,42.51,395012,1647
851720,5836400,42.49,395012,1648
851725,5836400,42.56,395012,1649
851730,5836400,42.68,395012,1650
851735,5836400,42.81,395012,1651
851740,5836400,42.98,395012,1652
851745,5836400,43.11,395012,1653
851750,5836400,43.21,395012,1654
851755,5836400,43.27,395012,1655
851760,5836400,43.34,395012,1656
851765,5836400,43.42,395012,1657
851770,5836400,43.53,395012,1658
851775,5836400,43.57,395012,1659
851780,5836400,43.66,395012,1660
851785,5836400,43.75,395012,1661
851790,5836400,43.81,395012,1662
851795,5836400,43.92,395012,1663
851800,5836400,43.98,395012,1664
851805,5836400,44.07,395012,1665
851810,5836400,44.18,395012,1666
851815,5836400,44.31,395012,1667
851820,5836400,44.45,395012,1668
851825,5836400,44.62,395012,1669
851830,5836400,44.83,395012,1670
851835,5836400,45.06,395012,1671
851840,5836400,45.33,395012,1672
851845,5836400,45.57,395012,1673
851850,5836400,45.81,395012,1674
851855,5836400,45.95,395012,1675
851860,5836400,46.09,395012,1676
851865,5836400,46.14,395012,1677
851870,5836400,46.18,395012,1678
851875,5836400,46.14,395012,1679
851880,5836400,46.12,395012,1680
851885,5836400,46.12,395012,1681
851890,5836400,46.17,395012,1682
851895,5836400,46.16,395012,1683
851900,5836400,46.19,395012,1684
851905,5836400,46.25,395012,1685
851910,5836400,46.35,395012,1686
851915,5836400,46.37,395012,1687
851920,5836400,46.43,395012,1688
851925,5836400,46.52,395012,1689
851930,5836400,46.62,395012,1690
851935,5836400,46.71,395012,1691
851940,5836400,46.79,395012,1692
851945,5836400,46.81,395012,1693
851950,5836400,46.82,395012,1694
851955,5836400,46.76,395012,1695
851960,5836400,46.7,395012,1696
851965,5836400,46.58,395012,1697
851970,5836400,46.44,395012,1698
851975,5836400,46.34,395012,1699
851980,5836400,46.21,395012,1700
851985,5836400,46.04,395012,1701
851990,5836400,45.88,395012,1702
851995,5836400,45.82,395012,1703
852000,5836400,45.82,395012,1704
852005,5836400,45.68,395012,1705
852010,5836400,45.64,395012,1706
852015,5836400,45.51,395012,1707
852020,5836400,45.35,395012,1708
852025,5836400,45.19,395012,1709
852030,5836400,45.02,395012,1710
852035,5836400,44.79,395012,1711
852040,5836400,44.74,395012,1712
852045,5836400,44.33,395012,1713
851685,5836395,42.6,395012,1714
851690,5836395,42.52,395012,1715
851695,5836395,42.52,395012,1716
851700,5836395,42.54,395012,1717
851705,5836395,42.49,395012,1718
851710,5836395,42.46,395012,1719
851715,5836395,42.48,395012,1720
851720,5836395,42.49,395012,1721
851725,5836395,42.53,395012,1722
851730,5836395,42.59,395012,1723
851735,5836395,42.72,395012,1724
851740,5836395,42.86,395012,1725
851745,5836395,42.94,395012,1726
851750,5836395,43.06,395012,1727
851755,5836395,43.16,395012,1728
851760,5836395,43.21,395012,1729
851765,5836395,43.28,395012,1730
851770,5836395,43.4,395012,1731
851775,5836395,43.44,395012,1732
851780,5836395,43.51,395012,1733
851785,5836395,43.56,395012,1734
851790,5836395,43.67,395012,1735
851795,5836395,43.83,395012,1736
851800,5836395,43.9,395012,1737
851805,5836395,44.02,395012,1738
851810,5836395,44.15,395012,1739
851815,5836395,44.32,395012,1740
851820,5836395,44.51,395012,1741
851825,5836395,44.7,395012,1742
851830,5836395,44.9,395012,1743
851835,5836395,45.15,395012,1744
851840,5836395,45.43,395012,1745
851845,5836395,45.67,395012,1746
851850,5836395,45.88,395012,1747
851855,5836395,46.01,395012,1748
851860,5836395,46.08,395012,1749
851865,5836395,46.14,395012,1750
851870,5836395,46.17,395012,1751
851875,5836395,46.2,395012,1752
851880,5836395,46.24,395012,1753
851885,5836395,46.21,395012,1754
851890,5836395,46.23,395012,1755
851895,5836395,46.23,395012,1756
851900,5836395,46.28,395012,1757
851905,5836395,46.36,395012,1758
851910,5836395,46.45,395012,1759
851915,5836395,46.52,395012,1760
851920,5836395,46.6,395012,1761
851925,5836395,46.73,395012,1762
851930,5836395,46.81,395012,1763
851935,5836395,46.88,395012,1764
851940,5836395,46.89,395012,1765
851945,5836395,46.92,395012,1766
851950,5836395,46.86,395012,1767
851955,5836395,46.83,395012,1768
851960,5836395,46.73,395012,1769
851965,5836395,46.58,395012,1770
851970,5836395,46.47,395012,1771
851975,5836395,46.31,395012,1772
851980,5836395,46.22,395012,1773
851985,5836395,46.07,395012,1774
851990,5836395,45.99,395012,1775
851995,5836395,45.9,395012,1776
852000,5836395,45.91,395012,1777
852005,5836395,45.71,395012,1778
852010,5836395,45.6,395012,1779
852015,5836395,45.5,395012,1780
852020,5836395,45.36,395012,1781
852025,5836395,45.21,395012,1782
852030,5836395,45.03,395012,1783
852035,5836395,44.85,395012,1784
852040,5836395,44.79,395012,1785
852045,5836395,44.44,395012,1786
851685,5836390,42.64,395012,1787
