x,y,DEM,Soil,id
851945,5836500,43.35,395012,409
851950,5836500,43.43,395012,410
851955,5836500,43.53,395012,411
851960,5836500,43.6,395012,412
851965,5836500,43.63,395012,413
851970,5836500,43.69,395012,414
851975,5836500,43.67,395012,415
851980,5836500,43.58,395012,416
851985,5836500,43.51,395012,417
851990,5836500,43.47,395012,418
851995,5836500,43.38,395012,419
852000,5836500,43.3,395012,420
852005,5836500,43.24,395012,421
852010,5836500,43.22,395012,422
852015,5836500,43.28,395012,423
852020,5836500,43.41,395012,424
852025,5836500,43.68,395012,425
852030,5836500,44,395012,426
852035,5836500,44.42,395012,427
852040,5836500,44.82,395012,428
852045,5836500,44.99,395012,429
851760,5836495,43.67,395012,430
851765,5836495,43.61,395012,431
851770,5836495,43.63,395012,432
851775,5836495,43.66,395012,433
851780,5836495,43.72,395012,434
851785,5836495,43.73,395012,435
851790,5836495,43.75,395012,436
851795,5836495,43.76,395012,437
851800,5836495,43.73,395012,438
851805,5836495,43.66,395012,439
851810,5836495,43.61,395012,440
851815,5836495,43.57,395012,441
851820,5836495,43.47,395012,442
851825,5836495,43.36,395012,443
851830,5836495,43.32,395012,444
851835,5836495,43.23,395012,445
851840,5836495,43.13,395012,446
851845,5836495,43.01,395012,447
851850,5836495,42.97,395012,448
851930,5836495,43.11,395012,449
851935,5836495,43.14,395012,450
851940,5836495,43.18,395012,451
851945,5836495,43.34,395012,452
851950,5836495,43.46,395012,453
851955,5836495,43.53,395012,454
851960,5836495,43.63,395012,455
851965,5836495,43.67,395012,456
851970,5836495,43.68,395012,457
851975,5836495,43.62,395012,458
851980,5836495,43.56,395012,459
851985,5836495,43.45,395012,460
851990,5836495,43.37,395012,461
851995,5836495,43.31,395012,462
852000,5836495,43.23,395012,463
852005,5836495,43.2,395012,464
852010,5836495,43.22,395012,465
852015,5836495,43.27,395012,466
852020,5836495,43.4,395012,467
852025,5836495,43.66,395012,468
852030,5836495,43.99,395012,469
852035,5836495,44.45,395012,470
852040,5836495,44.79,395012,471
852045,5836495,44.93,395012,472
851755,5836490,44,395012,473
851760,5836490,43.84,395012,474
851765,5836490,43.74,395012,475
851770,5836490,43.67,395012,476
851775,5836490,43.65,395012,477
851780,5836490,43.67,395012,478
851785,5836490,43.7,395012,479
851790,5836490,43.75,395012,480
851795,5836490,43.74,395012,481
851800,5836490,43.77,395012,482
851805,5836490,43.75,395012,483
851810,5836490,43.71,395012,484
851815,5836490,43.67,395012,485
851820,5836490,43.6,395012,486
851825,5836490,43.49,395012,487
851830,5836490,43.42,395012,488
851835,5836490,43.37,395012,489
851840,5836490,43.24,395012,490
851845,5836490,43.13,395012,491
851850,5836490,43.03,395012,492
851855,5836490,43.06,395012,493
851860,5836490,43.05,395012,494
851865,5836490,43.05,395012,495
851920,5836490,43.08,395012,496
851925,5836490,43.01,395012,497
851930,5836490,43.01,395012,498
851935,5836490,43.08,395012,499
851940,5836490,43.19,395012,500
851945,5836490,43.33,395012,501
851950,5836490,43.46,395012,502
851955,5836490,43.57,395012,503
851960,5836490,43.7,395012,504
851965,5836490,43.79,395012,505
851970,5836490,43.81,395012,506
851975,5836490,43.77,395012,507
851980,5836490,43.71,395012,508
851985,5836490,43.6,395012,509
851990,5836490,43.47,395012,510
851995,5836490,43.4,395012,511
852000,5836490,43.34,395012,512
852005,5836490,43.36,395012,513
852010,5836490,43.36,395012,514
852015,5836490,43.4,395012,515
852020,5836490,43.62,395012,516
852025,5836490,43.86,395012,517
852030,5836490,44.2,395012,518
852035,5836490,44.58,395012,519
852040,5836490,44.85,395012,520
852045,5836490,44.89,395012,521
851750,5836485,44.23,395012,522
851755,5836485,44.05,395012,523
851760,5836485,43.91,395012,524
851765,5836485,43.81,395012,525
851770,5836485,43.71,395012,526
851775,5836485,43.67,395012,527
851780,5836485,43.62,395012,528
851785,5836485,43.67,395012,529
851790,5836485,43.73,395012,530
851795,5836485,43.78,395012,531
851800,5836485,43.83,395012,532
851805,5836485,43.84,395012,533
851810,5836485,43.84,395012,534
851815,5836485,43.79,395012,535
851820,5836485,43.69,395012,536
851825,5836485,43.62,395012,537
851830,5836485,43.52,395012,538
851835,5836485,43.44,395012,539
851840,5836485,43.33,395012,540
851845,5836485,43.22,395012,541
851850,5836485,43.2,395012,542
851855,5836485,43.16,395012,543
851860,5836485,43.09,395012,544
851865,5836485,43.11,395012,545
851870,5836485,43.13,395012,546
851875,5836485,43.11,395012,547
851880,5836485,43.07,395012,548
851885,5836485,43.08,395012,549
851890,5836485,43.09,395012,550
851895,5836485,43.11,395012,551
851900,5836485,43.04,395012,552
851905,5836485,42.96,395012,553
851910,5836485,42.99,395012,554
851915,5836485,43.08,395012,555
851920,5836485,43.05,395012,556
851925,5836485,42.98,395012,557
851930,5836485,43.02,395012,558
851935,5836485,43.08,395012,559
851940,5836485,43.2,395012,560
851945,5836485,43.34,395012,561
851950,5836485,43.51,395012,562
851955,5836485,43.68,395012,563
851960,5836485,43.83,395012,564
851965,5836485,43.93,395012,565
851970,5836485,43.95,395012,566
851975,5836485,43.91,395012,567
851980,5836485,43.81,395012,568
851985,5836485,43.71,395012,569
851990,5836485,43.64,395012,570
851995,5836485,43.59,395012,571
852000,5836485,43.6,395012,572
852005,5836485,43.61,395012,573
852010,5836485,43.62,395012,574
852015,5836485,43.69,395012,575
852020,5836485,43.92,395012,576
852025,5836485,44.13,395012,577
852030,5836485,44.44,395012,578
852035,5836485,44.74,395012,579
852040,5836485,44.97,395012,580
852045,5836485,44.91,395012,581
851740,5836480,44.47,395012,582
851745,5836480,44.37,395012,583
851750,5836480,44.23,395012,584
851755,5836480,44.09,395012,585
851760,5836480,44.01,395012,586
851765,5836480,43.9,395012,587
851770,5836480,43.77,395012,588
851775,5836480,43.64,395012,589
851780,5836480,43.61,395012,590
851785,5836480,43.56,395012,591
851790,5836480,43.62,395012,592
851795,5836480,43.63,395012,593
851800,5836480,43.64,395012,594
851805,5836480,43.67,395012,595
851810,5836480,43.7,395012,596
851815,5836480,43.71,395012,597
851820,5836480,43.69,395012,598
851825,5836480,43.63,395012,599
851830,5836480,43.5,395012,600
851835,5836480,43.4,395012,601
851840,5836480,43.31,395012,602
851845,5836480,43.2,395012,603
851850,5836480,43.18,395012,604
851855,5836480,43.14,395012,605
851860,5836480,43.12,395012,606
851865,5836480,43.12,395012,607
851870,5836480,43.12,395012,608
851875,5836480,43.14,395012,609
851880,5836480,43.12,395012,610
851885,5836480,43.12,395012,611
851890,5836480,43.06,395012,612
851895,5836480,43.01,395012,613
851900,5836480,43.05,395012,614
851905,5836480,43.02,395012,615
851910,5836480,43.03,395012,616
851915,5836480,43.09,395012,617
851920,5836480,43.08,395012,618
851925,5836480,43.06,395012,619
851930,5836480,43.06,395012,620
851935,5836480,43.15,395012,621
851940,5836480,43.3,395012,622
851945,5836480,43.47,395012,623
851950,5836480,43.68,395012,624
851955,5836480,43.88,395012,625
851960,5836480,44.04,395012,626
851965,5836480,44.17,395012,627
851970,5836480,44.23,395012,628
851975,5836480,44.22,395012,629
851980,5836480,44.18,395012,630
851985,5836480,44.14,395012,631
851990,5836480,44.07,395012,632
851995,5836480,44.02,395012,633
852000,5836480,43.96,395012,634
852005,5836480,43.93,395012,635
852010,5836480,43.97,395012,636
852015,5836480,44.04,395012,637
852020,5836480,44.24,395012,638
852025,5836480,44.46,395012,639
852030,5836480,44.68,395012,640
852035,5836480,44.89,395012,641
852040,5836480,45.1,395012,642
852045,5836480,44.97,395012,643
851735,5836475,44.49,395012,644
851740,5836475,44.37,395012,645
851745,5836475,44.25,395012,646
851750,5836475,44.15,395012,647
851755,5836475,44.08,395012,648
851760,5836475,44.02,395012,649
851765,5836475,43.88,395012,650
851770,5836475,43.75,395012,651
851775,5836475,43.65,395012,652
851780,5836475,43.59,395012,653
851785,5836475,43.55,395012,654
851790,5836475,43.6,395012,655
851795,5836475,43.65,395012,656
851800,5836475,43.67,395012,657
851805,5836475,43.67,395012,658
851810,5836475,43.66,395012,659
851815,5836475,43.62,395012,660
851820,5836475,43.6,395012,661
851825,5836475,43.53,395012,662
851830,5836475,43.45,395012,663
851835,5836475,43.38,395012,664
851840,5836475,43.27,395012,665
851845,5836475,43.26,395012,666
851850,5836475,43.22,395012,667
851855,5836475,43.2,395012,668
851860,5836475,43.21,395012,669
851865,5836475,43.25,395012,670
851870,5836475,43.22,395012,671
851875,5836475,43.18,395012,672
851880,5836475,43.13,395012,673
851885,5836475,43.1,395012,674
851890,5836475,43.04,395012,675
851895,5836475,43.02,395012,676
851900,5836475,43.08,395012,677
851905,5836475,43.05,395012,678
851910,5836475,43.01,395012,679
851915,5836475,43.07,395012,680
851920,5836475,43.05,395012,681
851925,5836475,43.04,395012,682
851930,5836475,43.1,395012,683
851935,5836475,43.22,395012,684
851940,5836475,43.45,395012,685
851945,5836475,43.68,395012,686
851950,5836475,43.89,395012,687
851955,5836475,44.13,395012,688
851960,5836475,44.32,395012,689
851965,5836475,44.47,395012,690
851970,5836475,44.55,395012,691
851975,5836475,44.57,395012,692
851980,5836475,44.57,395012,693
851985,5836475,44.53,395012,694
851990,5836475,44.48,395012,695
851995,5836475,44.37,395012,696
852000,5836475,44.38,395012,697
852005,5836475,44.37,395012,698
852010,5836475,44.39,395012,699
852015,5836475,44.49,395012,700
852020,5836475,44.57,395012,701
852025,5836475,44.75,395012,702
852030,5836475,44.86,395012,703
852035,5836475,44.99,395012,704
852040,5836475,45.13,395012,705
852045,5836475,44.94,395012,706
851730,5836470,44.52,395012,707
851735,5836470,44.4,395012,708
851740,5836470,44.37,395012,709
851745,5836470,44.27,395012,710
851750,5836470,44.22,395012,711
851755,5836470,44.16,395012,712
851760,5836470,44.09,395012,713
851765,5836470,43.96,395012,714
851770,5836470,43.86,395012,715
851775,5836470,43.78,395012,716
851780,5836470,43.7,395012,717
851785,5836470,43.71,395012,718
851790,5836470,43.76,395012,719
851795,5836470,43.8,395012,720
851800,5836470,43.83,395012,721
851805,5836470,43.85,395012,722
851810,5836470,43.81,395012,723
851815,5836470,43.75,395012,724
851820,5836470,43.71,395012,725
851825,5836470,43.65,395012,726
851830,5836470,43.61,395012,727
851835,5836470,43.55,395012,728
851840,5836470,43.51,395012,729
851845,5836470,43.42,395012,730
851850,5836470,43.37,395012,731
851855,5836470,43.36,395012,732
851860,5836470,43.34,395012,733
851865,5836470,43.34,395012,734
851870,5836470,43.38,395012,735
851875,5836470,43.33,395012,736
851880,5836470,43.33,395012,737
851885,5836470,43.34,395012,738
851890,5836470,43.32,395012,739
851895,5836470,43.3,395012,740
851900,5836470,43.28,395012,741
851905,5836470,43.18,395012,742
851910,5836470,43.13,395012,743
851915,5836470,43.11,395012,744
851920,5836470,43.12,395012,745
851925,5836470,43.17,395012,746
851930,5836470,43.27,395012,747
851935,5836470,43.43,395012,748
851940,5836470,43.71,395012,749
851945,5836470,43.98,395012,750
851950,5836470,44.22,395012,751
851955,5836470,44.48,395012,752
851960,5836470,44.69,395012,753
851965,5836470,44.84,395012,754
851970,5836470,44.96,395012,755
851975,5836470,45.02,395012,756
851980,5836470,45.06,395012,757
851985,5836470,45.02,395012,758
851990,5836470,44.96,395012,759
851995,5836470,44.96,395012,760
852000,5836470,44.91,395012,761
852005,5836470,44.91,395012,762
852010,5836470,44.92,395012,763
852015,5836470,44.92,395012,764
852020,5836470,44.94,395012,765
852025,5836470,45.04,395012,766
852030,5836470,45.1,395012,767
852035,5836470,45.13,395012,768
852040,5836470,45.22,395012,769
852045,5836470,44.9,395012,770
851725,5836465,44.41,395012,771
851730,5836465,44.29,395012,772
851735,5836465,44.21,395012,773
851740,5836465,44.14,395012,774
851745,5836465,44.04,395012,775
851750,5836465,44.03,395012,776
851755,5836465,44.06,395012,777
851760,5836465,44.04,395012,778
851765,5836465,43.99,395012,779
851770,5836465,43.91,395012,780
851775,5836465,43.84,395012,781
851780,5836465,43.8,395012,782
851785,5836465,43.8,395012,783
851790,5836465,43.82,395012,784
851795,5836465,43.91,395012,785
851800,5836465,43.99,395012,786
851805,5836465,44,395012,787
851810,5836465,43.92,395012,788
851815,5836465,43.87,395012,789
851820,5836465,43.87,395012,790
851825,5836465,43.81,395012,791
851830,5836465,43.78,395012,792
851835,5836465,43.71,395012,793
851840,5836465,43.68,395012,794
851845,5836465,43.64,395012,795
851850,5836465,43.57,395012,796
851855,5836465,43.6,395012,797
851860,5836465,43.61,395012,798
851865,5836465,43.69,395012,799
851870,5836465,43.75,395012,800
851875,5836465,43.71,395012,801
851880,5836465,43.66,395012,802
851885,5836465,43.64,395012,803
851890,5836465,43.6,395012,804
851895,5836465,43.56,395012,805
851900,5836465,43.49,395012,806
851905,5836465,43.51,395012,807
851910,5836465,43.45,395012,808
851915,5836465,43.48,395012,809
851920,5836465,43.57,395012,810
851925,5836465,43.62,395012,811
851930,5836465,43.74,395012,812
851935,5836465,43.93,395012,813
851940,5836465,44.17,395012,814
851945,5836465,44.39,395012,815
851950,5836465,44.63,395012,816
851955,5836465,44.91,395012,817
851960,5836465,45.14,395012,818
851965,5836465,45.28,395012,819
851970,5836465,45.43,395012,820
851975,5836465,45.49,395012,821
851980,5836465,45.51,395012,822
851985,5836465,45.54,395012,823
851990,5836465,45.51,395012,824
851995,5836465,45.47,395012,825
852000,5836465,45.44,395012,826
852005,5836465,45.44,395012,827
852010,5836465,45.41,395012,828
852015,5836465,45.37,395012,829
852020,5836465,45.36,395012,830
852025,5836465,45.36,395012,831
852030,5836465,45.31,395012,832
852035,5836465,45.24,395012,833
852040,5836465,45.23,395012,834
852045,5836465,44.88,395012,835
851725,5836460,44.19,395012,836
851730,5836460,44.19,395012,837
851735,5836460,44.2,395012,838
851740,5836460,44.16,395012,839
851745,5836460,44.12,395012,840
851750,5836460,44.11,395012,841
851755,5836460,44.12,395012,842
851760,5836460,44.11,395012,843
851765,5836460,44.09,395012,844
851770,5836460,44.02,395012,845
851775,5836460,43.94,395012,846
851780,5836460,43.9,395012,847
851785,5836460,43.93,395012,848
851790,5836460,43.93,395012,849
851795,5836460,44.02,395012,850
851800,5836460,44.09,395012,851
851805,5836460,44.07,395012,852
851810,5836460,44.04,395012,853
851815,5836460,43.98,395012,854
851820,5836460,43.93,395012,855
851825,5836460,43.89,395012,856
851830,5836460,43.83,395012,857
851835,5836460,43.78,395012,858
851840,5836460,43.78,395012,859
851845,5836460,43.76,395012,860
851850,5836460,43.76,395012,861
851855,5836460,43.77,395012,862
851860,5836460,43.77,395012,863
851865,5836460,43.71,395012,864
851870,5836460,43.75,395012,865
851875,5836460,43.76,395012,866
851880,5836460,43.74,395012,867
851885,5836460,43.74,395012,868
851890,5836460,43.67,395012,869
851895,5836460,43.68,395012,870
851900,5836460,43.67,395012,871
851905,5836460,43.7,395012,872
851910,5836460,43.7,395012,873
851915,5836460,43.72,395012,874
851920,5836460,43.8,395012,875
851925,5836460,43.9,395012,876
851930,5836460,44.05,395012,877
851935,5836460,44.26,395012,878
851940,5836460,44.49,395012,879
851945,5836460,44.78,395012,880
851950,5836460,45.02,395012,881
851955,5836460,45.32,395012,882
851960,5836460,45.57,395012,883
851965,5836460,45.77,395012,884
851970,5836460,45.95,395012,885
851975,5836460,46.02,395012,886
851980,5836460,46.08,395012,887
851985,5836460,46.12,395012,888
851990,5836460,46.05,395012,889
851995,5836460,45.98,395012,890
852000,5836460,45.95,395012,891
852005,5836460,45.88,395012,892
852010,5836460,45.84,395012,893
852015,5836460,45.78,395012,894
852020,5836460,45.72,395012,895
852025,5836460,45.62,395012,896
852030,5836460,45.51,395012,897
852035,5836460,45.37,395012,898
852040,5836460,45.2,395012,899
852045,5836460,44.81,395012,900
851720,5836455,43.96,395012,901
851725,5836455,43.96,395012,902
851730,5836455,44,395012,903
851735,5836455,44.04,395012,904
851740,5836455,44.08,395012,905
851745,5836455,44.15,395012,906
851750,5836455,44.18,395012,907
851755,5836455,44.19,395012,908
851760,5836455,44.21,395012,909
851765,5836455,44.15,395012,910
851770,5836455,44.1,395012,911
851775,5836455,44.05,395012,912
851780,5836455,44.02,395012,913
851785,5836455,44.05,395012,914
851790,5836455,44.04,395012,915
851795,5836455,44.09,395012,916
851800,5836455,44.09,395012,917
851805,5836455,44.07,395012,918
851810,5836455,44.05,395012,919
851815,5836455,44.02,395012,920
851820,5836455,43.99,395012,921
851825,5836455,43.96,395012,922
851830,5836455,43.93,395012,923
851835,5836455,43.89,395012,924
851840,5836455,43.89,395012,925
851845,5836455,43.93,395012,926
851850,5836455,43.92,395012,927
851855,5836455,44.01,395012,928
851860,5836455,44.03,395012,929
851865,5836455,44.06,395012,930
851870,5836455,44.05,395012,931
851875,5836455,44.02,395012,932
851880,5836455,43.96,395012,933
851885,5836455,43.9,395012,934
851890,5836455,43.81,395012,935
851895,5836455,43.84,395012,936
851900,5836455,43.85,395012,937
851905,5836455,43.89,395012,938
851910,5836455,43.96,395012,939
851915,5836455,44.1,395012,940
851920,5836455,44.2,395012,941
851925,5836455,44.4,395012,942
851930,5836455,44.55,395012,943
851935,5836455,44.8,395012,944
851940,5836455,45.03,395012,945
851945,5836455,45.34,395012,946
851950,5836455,45.57,395012,947
851955,5836455,45.81,395012,948
851960,5836455,46.08,395012,949
851965,5836455,46.28,395012,950
851970,5836455,46.41,395012,951
851975,5836455,46.47,395012,952
851980,5836455,46.47,395012,953
851985,5836455,46.44,395012,954
851990,5836455,46.35,395012,955
851995,5836455,46.31,395012,956
852000,5836455,46.31,395012,957
852005,5836455,46.23,395012,958
852010,5836455,46.17,395012,959
852015,5836455,46.1,395012,960
852020,5836455,45.96,395012,961
852025,5836455,45.82,395012,962
852030,5836455,45.58,395012,963
