Field_name,Field_Profile_number,Horizon_number,Depth,Easting,Northing,CLAY,SILT,SAND,SOC,BD,Upper_depth,Lower_depth,Thickness,KA5
Hermes,35,1,0-30,445268.3314,5823962.39,6.752169451,19.26593672,73.98189383,0.75,1.5,0,30,30,Sl2
Hermes,35,2,30-60,445268.3314,5823962.39,8.332109951,23.34444757,68.32344248,0.07,1.7,30,60,30,Sl3
Hermes,35,3,60-90,445268.3314,5823962.39,9.625424938,30.85738117,59.5171939,0.08,1.7,60,90,30,Sl3
Hermes,35,4,60-90,445268.3314,5823962.39,9.625424938,30.85738117,59.5171939,0.08,1.7,90,200,110,Sl3
Hermes,36,1,0-30,445298.15,5823958.38,2.271202248,10.7873251,86.94147265,0.5,1.5,0,30,30,Su2
Hermes,36,2,30-60,445298.15,5823958.38,0.950054831,9.997345913,89.05259926,0.08,1.7,30,60,30,Ss
Hermes,36,3,60-90,445298.15,5823958.38,6.077900599,14.64390073,79.27819867,0.08,1.7,60,90,30,Sl2
Hermes,36,4,60-90,445298.15,5823958.38,6.077900599,14.64390073,79.27819867,0.08,1.7,90,200,110,Sl2
Hermes,37,1,0-30,445327.9143,5823954.34,1.246499183,15.21669923,83.53680159,0.59,1.5,0,30,30,Su2
Hermes,37,2,30-60,445327.9143,5823954.34,3.003353483,13.48999287,83.50665364,0.24,1.7,30,60,30,Su2
Hermes,37,3,60-90,445327.9143,5823954.34,2.857845678,18.76782355,78.37433077,0.12,1.7,60,90,30,Su2
Hermes,37,4,60-90,445327.9143,5823954.34,2.857845678,18.76782355,78.37433077,0.12,1.7,90,200,110,Su2
Hermes,38,1,0-30,445357.7473,5823950.27,3.557321646,14.08045821,82.36222015,0.73,1.5,0,30,30,Su2
Hermes,38,2,30-60,445357.7473,5823950.27,2.269228945,14.32843952,83.40233154,0.14,1.7,30,60,30,Su2
Hermes,38,3,60-90,445357.7473,5823950.27,9.884451906,18.31265075,71.80289735,0.11,1.7,60,90,30,Sl3
Hermes,38,4,60-90,445357.7473,5823950.27,9.884451906,18.31265075,71.80289735,0.11,1.7,90,200,110,Sl3
Hermes,39,1,0-30,445387.5826,5823946.41,3.727587508,13.38533468,82.88707781,0.71,1.5,0,30,30,Su2
Hermes,39,2,30-60,445387.5826,5823946.41,2.305733229,12.18929328,85.50497349,0.29,1.7,30,60,30,Su2
Hermes,39,3,60-90,445387.5826,5823946.41,2.991885547,12.02360067,84.98451379,0.07,1.7,60,90,30,Su2
Hermes,39,4,60-90,445387.5826,5823946.41,2.991885547,12.02360067,84.98451379,0.07,1.7,90,200,110,Su2
Hermes,40,1,0-30,445417.3987,5823942.55,4.237400854,10.42556122,85.33703793,0.69,1.5,0,30,30,Su2
Hermes,40,2,30-60,445417.3987,5823942.55,2.899416098,8.21572102,88.88486288,0.31,1.7,30,60,30,Ss
Hermes,40,3,60-90,445417.3987,5823942.55,4.696522745,9.326537357,85.9769399,0.07,1.7,60,90,30,Ss
Hermes,40,4,60-90,445417.3987,5823942.55,4.696522745,9.326537357,85.9769399,0.07,1.7,90,200,110,Ss
Hermes,41,1,0-30,445145.8811,5823957.38,1.051141107,5.938784024,93.01007487,0.52,1.5,0,30,30,Ss
Hermes,41,2,30-60,445145.8811,5823957.38,0.352679649,5.872539434,93.77478092,0.09,1.7,30,60,30,Ss
Hermes,41,3,60-90,445145.8811,5823957.38,0.73975211,15.82416737,83.43608052,0.04,1.7,60,90,30,Su2
Hermes,41,4,60-90,445145.8811,5823957.38,0.73975211,15.82416737,83.43608052,0.04,1.7,90,200,110,Su2
Hermes,42,1,0-30,445175.5401,5823953.58,1.271635274,6.324732642,92.40363208,0.72,1.5,0,30,30,Ss
Hermes,42,2,30-60,445175.5401,5823953.58,0.770410767,5.448401781,93.78118745,0.14,1.7,30,60,30,Ss
Hermes,42,3,60-90,445175.5401,5823953.58,0.29121397,4.628298831,95.0804872,0.04,1.7,60,90,30,Ss
Hermes,42,4,60-90,445175.5401,5823953.58,0.29121397,4.628298831,95.0804872,0.04,1.7,90,200,110,Ss
Hermes,43,1,0-30,445205.5089,5823949.48,2.816670736,8.935374709,88.24795456,0.82,1.5,0,30,30,Ss
Hermes,43,2,30-60,445205.5089,5823949.48,4.22847386,12.36326723,83.40825891,0.21,1.7,30,60,30,Su2
Hermes,43,3,60-90,445205.5089,5823949.48,7.194981441,8.562126526,84.24289203,0.08,1.7,60,90,30,St2
Hermes,43,4,60-90,445205.5089,5823949.48,7.194981441,8.562126526,84.24289203,0.08,1.7,90,200,110,St2
Hermes,44,1,0-30,445235.3055,5823945.44,4.000426188,13.85357362,82.14600019,0.82,1.5,0,30,30,Su2
Hermes,44,2,30-60,445235.3055,5823945.44,2.789968421,16.71592188,80.4941097,0.26,1.7,30,60,30,Su2
Hermes,44,3,60-90,445235.3055,5823945.44,3.588820171,22.4022324,74.00894743,0.1,1.7,60,90,30,Su2
Hermes,44,4,60-90,445235.3055,5823945.44,3.588820171,22.4022324,74.00894743,0.1,1.7,90,200,110,Su2
Hermes,45,1,0-30,445265.0623,5823941.66,2.658010398,17.87089839,79.47109122,0.66,1.5,0,30,30,Su2
Hermes,45,2,30-60,445265.0623,5823941.66,8.807613145,27.17769943,64.01468743,0.19,1.7,30,60,30,Sl3
Hermes,45,3,60-90,445265.0623,5823941.66,6.247309802,27.12367462,66.62901558,0.09,1.7,60,90,30,Su3
Hermes,45,4,60-90,445265.0623,5823941.66,6.247309802,27.12367462,66.62901558,0.09,1.7,90,200,110,Su3
Hermes,46,1,0-30,445294.881,5823937.65,5.459420071,13.56911601,80.97146392,0.76,1.5,0,30,30,Sl2
Hermes,46,2,30-60,445294.881,5823937.65,13.65203534,28.30947886,58.0384858,0.18,1.7,30,60,30,Sl4
Hermes,46,3,60-90,445294.881,5823937.65,10.15928602,31.10926885,58.73144514,0.09,1.7,60,90,30,Sl3
Hermes,46,4,60-90,445294.881,5823937.65,10.15928602,31.10926885,58.73144514,0.09,1.7,90,200,110,Sl3
Hermes,47,1,0-30,445324.6453,5823933.61,2.044279102,14.38813298,83.56758792,0.67,1.5,0,30,30,Su2
Hermes,47,2,30-60,445324.6453,5823933.61,1.364362382,6.70055133,91.93508629,0.25,1.7,30,60,30,Ss
Hermes,47,3,60-90,445324.6453,5823933.61,3.132196146,11.90500254,84.96280131,0.05,1.7,60,90,30,Su2
Hermes,47,4,60-90,445324.6453,5823933.61,3.132196146,11.90500254,84.96280131,0.05,1.7,90,200,110,Su2
Hermes,48,1,0-30,445354.4782,5823929.55,1.853803862,12.55703072,85.58916542,0.76,1.5,0,30,30,Su2
Hermes,48,2,30-60,445354.4782,5823929.55,1.489483309,11.48281586,87.02770083,0.16,1.7,30,60,30,Su2
Hermes,48,3,60-90,445354.4782,5823929.55,1.336375296,11.43354831,87.2300764,0.08,1.7,60,90,30,Su2
Hermes,48,4,60-90,445354.4782,5823929.55,1.336375296,11.43354831,87.2300764,0.08,1.7,90,200,110,Su2
Hermes,49,1,0-30,445384.3136,5823925.68,3.231924297,12.51070171,84.257374,0.71,1.5,0,30,30,Su2
Hermes,49,2,30-60,445384.3136,5823925.68,2.614338693,11.39467939,85.99098191,0.26,1.7,30,60,30,Su2
Hermes,49,3,60-90,445384.3136,5823925.68,8.714967193,23.25712972,68.02790309,0.11,1.7,60,90,30,Sl3
Hermes,49,4,60-90,445384.3136,5823925.68,8.714967193,23.25712972,68.02790309,0.11,1.7,90,200,110,Sl3
Hermes,50,1,0-30,445414.1296,5823921.82,2.683135245,12.27424061,85.04262415,0.58,1.5,0,30,30,Su2
Hermes,50,2,30-60,445414.1296,5823921.82,6.148057348,13.84262943,80.00931322,0.17,1.7,30,60,30,Sl2
Hermes,50,3,60-90,445414.1296,5823921.82,7.243433264,13.35440517,79.40216157,0.07,1.7,60,90,30,Sl2
Hermes,50,4,60-90,445414.1296,5823921.82,7.243433264,13.35440517,79.40216157,0.07,1.7,90,200,110,Sl2
Hermes,51,1,0-30,445144.0366,5823945.71,1.673746213,4.656043098,93.67021069,0.79,1.5,0,30,30,Ss
Hermes,51,2,30-60,445144.0366,5823945.71,1.359266965,4.297903402,94.34282963,0.27,1.7,30,60,30,Ss
Hermes,51,3,60-90,445144.0366,5823945.71,3.203874634,7.064326101,89.73179927,0.08,1.7,60,90,30,Ss
Hermes,51,4,60-90,445144.0366,5823945.71,3.203874634,7.064326101,89.73179927,0.08,1.7,90,200,110,Ss
Hermes,52,1,0-30,445173.6955,5823941.91,2.352513421,5.269098765,92.37838781,0.8,1.5,0,30,30,Ss
Hermes,52,2,30-60,445173.6955,5823941.91,2.363553039,5.100185485,92.53626148,0.3,1.7,30,60,30,Ss
Hermes,52,3,60-90,445173.6955,5823941.91,1.713909768,9.44846031,88.83762992,0.06,1.7,60,90,30,Ss
Hermes,52,4,60-90,445173.6955,5823941.91,1.713909768,9.44846031,88.83762992,0.06,1.7,90,200,110,Ss
Hermes,53,1,0-30,445203.6644,5823937.81,1.211389921,13.40726297,85.38134711,0.74,1.5,0,30,30,Su2
Hermes,53,2,30-60,445203.6644,5823937.81,5.522273183,25.00444408,69.47328274,0.28,1.7,30,60,30,Su3
Hermes,53,3,60-90,445203.6644,5823937.81,17.9602303,25.80735624,56.23241346,0.13,1.7,60,90,30,Ls4
Hermes,53,4,60-90,445203.6644,5823937.81,17.9602303,25.80735624,56.23241346,0.13,1.7,90,200,110,Ls4
Hermes,54,1,0-30,445233.461,5823933.77,3.751719005,17.06718083,79.18110017,0.73,1.5,0,30,30,Su2
Hermes,54,2,30-60,445233.461,5823933.77,8.770756035,28.87647624,62.35276772,0.22,1.7,30,60,30,Sl3
Hermes,54,3,60-90,445233.461,5823933.77,10.62209859,35.06053622,54.3173652,0.09,1.7,60,90,30,Sl3
Hermes,54,4,60-90,445233.461,5823933.77,10.62209859,35.06053622,54.3173652,0.09,1.7,90,200,110,Sl3
Hermes,55,1,0-30,445263.2178,5823929.99,2.789712994,11.69000853,85.52027848,0.82,1.5,0,30,30,Su2
Hermes,55,2,30-60,445263.2178,5823929.99,2.579788835,12.61519047,84.8050207,0.14,1.7,30,60,30,Su2
Hermes,55,3,60-90,445263.2178,5823929.99,1.68919122,10.36976812,87.94104066,0.05,1.7,60,90,30,Su2
Hermes,55,4,60-90,445263.2178,5823929.99,1.68919122,10.36976812,87.94104066,0.05,1.7,90,200,110,Su2
Hermes,56,1,0-30,445293.0364,5823925.98,1.643026991,12.38299444,85.97397857,0.49,1.5,0,30,30,Su2
Hermes,56,2,30-60,445293.0364,5823925.98,2.256050769,12.74163861,85.00231062,0.12,1.7,30,60,30,Su2
Hermes,56,3,60-90,445293.0364,5823925.98,0.612886933,14.20397885,85.18313422,0.04,1.7,60,90,30,Su2
Hermes,56,4,60-90,445293.0364,5823925.98,0.612886933,14.20397885,85.18313422,0.04,1.7,90,200,110,Su2
Hermes,57,1,0-30,445322.8007,5823921.94,2.898468295,11.67845838,85.42307333,0.52,1.5,0,30,30,Su2
Hermes,57,2,30-60,445322.8007,5823921.94,1.691707586,10.90495518,87.40333724,0.18,1.7,30,60,30,Su2
