X,Y,id,00-30_Clay,00-30_Silt,00-30_Sand,30-60_Clay,30-60_Silt,30-60_Sand,60-90_Clay,60-90_Silt,60-90_Sand,00-30_Clas,00-30_Cl_1,30-60_Clas,30-60_Cl_1,60-90_Clas,60-90_Cl_1,00-30_Nmin,00-30_Wate,30-60_Nmin,30-60_Wate,60-90_Nmin,60-90_Wate
445149.150199999974575,5823978.111999999731779,"1",2.902569413000000,7.393448191000000,89.703982400000001,2.084520532000000,7.489695383000000,90.425784080000000,0.777997954000000,11.653630670000000,87.568371380000002,Ss,fSms,Ss,fSms,Su2,,34.367174390000002,0.142425146000000,7.476593359000000,0.147991434000000,11.792078390000000,0.162593935000000
445178.809100000013132,5823974.303999999538064,"2",2.369694996000000,9.581716893999999,88.048588109999997,3.491695576000000,12.731525019999999,83.776779410000003,2.048505818000000,6.379981059000000,91.571513120000006,Ss,fSms,Su2,,Ss,fSms,6.792788049000000,0.129733034000000,5.886664694000000,0.122970642000000,11.516532850000001,0.164957450000000
445208.777999999932945,5823970.207000000402331,"3",2.363658566000000,9.060753910000001,88.575587519999999,3.723876758000000,20.488894150000000,75.787229089999997,5.303481097000000,14.695837800000000,80.000681110000002,Ss,fSms,Su2,,Sl2,,4.795563809000000,0.118331886000000,1.661912134000000,0.095248795000000,6.746149284000000,0.093330154000000
445238.574599999992643,5823966.167999999597669,"4",3.504421795000000,12.747703200000000,83.747874999999993,2.909838182000000,16.866067760000000,80.224094059999999,2.692192002000000,24.983719919999999,72.324088079999996,Su2,,Su2,,Su2,,8.324897622000000,0.116784563000000,0.821813837000000,0.092013722000000,2.927570726000000,0.129113286000000
445268.331400000024587,5823962.388000000268221,"5",6.752169451000000,19.265936719999999,73.981893830000004,8.332109951000000,23.344447570000000,68.323442479999997,9.625424938000000,30.857381170000000,59.517193900000002,Sl2,,Sl3,,Sl3,,6.036236957000000,0.107679596000000,2.509045378000000,0.109252524000000,0.948624096000000,0.122724433000000
445298.150000000023283,5823958.377000001259148,"6",2.271202248000000,10.787325100000000,86.941472649999994,0.950054831000000,9.997345913000000,89.052599259999994,6.077900599000000,14.643900730000000,79.278198669999995,Su2,,Ss,mSfs,Sl2,,12.007957350000000,0.091358583000000,1.401190227000000,0.075427776000000,2.004368078000000,0.098489480000000
445327.914300000004005,5823954.338000000454485,"7",1.246499183000000,15.216699230000000,83.536801589999996,3.003353483000000,13.489992870000000,83.506653639999996,2.857845678000000,18.767823549999999,78.374330770000000,Su2,,Su2,,Su2,,6.741140884000000,0.117427516000000,0.000000000000000,0.086055948000000,2.811160593000000,0.097392029000000
445357.747299999988172,5823950.275000000372529,"8",3.557321646000000,14.080458210000000,82.362220149999999,2.269228945000000,14.328439520000000,83.402331540000006,9.884451906000001,18.312650750000000,71.802897349999995,Su2,,Su2,,Sl3,,5.497779940000000,0.121854176000000,0.469578096000000,0.092437168000000,8.172266713999999,0.122917647000000
445387.582600000023376,5823946.410000000149012,"9",3.727587508000000,13.385334680000000,82.887077809999994,2.305733229000000,12.189293279999999,85.504973489999998,2.991885547000000,12.023600670000000,84.984513789999994,Su2,,Su2,,Su2,,7.082782803000000,0.116107959000000,0.890872301000000,0.078233108000000,2.678032909000000,0.094505985000000
445417.398700000019744,5823942.548999999649823,"10",4.237400854000000,10.425561220000001,85.337037929999994,2.899416098000000,8.215721020000000,88.884862880000000,4.696522745000000,9.326537356999999,85.976939900000005,Su2,,Ss,fSms,Ss,mSfs,5.887320880000000,0.106466754000000,0.665512778000000,0.079819556000000,11.796374410000000,0.093557393000000
